id,school_id,iern,batches_name,year_received,sources_fund,ecart_laptops,ecart_tablets,ecart_tv,charging_condition,remarks,created_at
2306,300102,2026-08656,Batch 1,2024,DepEd (DCP),46,0,1,Functional,,2026-04-10 08:38:58.196722+00:00
5157,303174,2026-33231,Batch 2,2019,DepEd (DCP),26,0,0,Non-Functional,,2026-04-15 01:23:36.825365+00:00
2316,301691,2026-05980,BATCH 2024,2024,DepEd (DCP),102,0,2,Functional,,2026-04-10 08:46:15.668954+00:00
2317,301691,2026-05980,BATCH 2024,2024,DepEd (DCP),0,0,0,Functional,,2026-04-10 08:46:15.675998+00:00
2365,301842,2026-23058,Batch 44,2020,DepEd (DCP),0,50,0,Non-Functional,,2026-04-10 09:37:04.761025+00:00
5158,303174,2026-33231,Batch 3,2024,DepEd (DCP),23,0,0,Functional,,2026-04-15 01:23:36.831072+00:00
5159,303174,2026-33231,Batch 3,2024,DepEd (DCP),23,0,0,Functional,,2026-04-15 01:23:36.837378+00:00
2366,301842,2026-23058,2023-01,2024,DepEd (DCP),46,0,0,Functional,4 units for repairs,2026-04-10 09:37:04.767641+00:00
2390,136630,2026-07154,"Batch 31, 33 and 35",2020,DepEd (DCP),5,0,5,Non-Functional,Complete sets,2026-04-10 09:48:09.388991+00:00
2349,300304,2026-09712,Batch 2024-01,2024,DepEd (DCP),46,0,1,Functional,"Routers, headsets",2026-04-10 09:22:23.873154+00:00
2350,300304,2026-09712,Batch 2024-01,2024,DepEd (DCP),46,0,1,Functional,"Routers, headsets",2026-04-10 09:22:23.878702+00:00
2348,301480,2026-19559,DCP 2022 E-Learning Cart Package,2025,DepEd (DCP),46,0,1,Functional,"2 Router-TP Link Archer AX 12
2 Storage Cart Pixpro Chargestation
1 External Hard drive- ADATA
1 Flashdrive ( Recovery Disk)
46 Headphone
46 Coby Wireless mouse
46 Laptop Bag
46 Mouse pad
",2026-04-10 09:21:32.606133+00:00
2418,304290,2026-42241,BATCH 2022-01,2022,DepEd (DCP),22,0,1,Functional,"Routers, TV bracket, External Hard drive",2026-04-10 10:11:34.429481+00:00
2419,304290,2026-42241,BATCH 2024-01,2024,DepEd (DCP),46,0,1,Functional,"routers, tv bracket and external hard drive",2026-04-10 10:11:34.435523+00:00
2441,301871,2026-23156,Batch 2019-03,2020,DepEd (DCP),1,50,0,Non-Functional,Broken,2026-04-10 10:48:59.200723+00:00
2442,301871,2026-23156,Batxh 36,2018,DepEd (DCP),2,0,0,Non-Functional,Disposed,2026-04-10 10:48:59.206505+00:00
2443,301871,2026-23156,Batch 41,2018,DepEd (DCP),1,50,2,Non-Functional,Disposed,2026-04-10 10:48:59.212002+00:00
2323,304433,2026-44191,DCP E-Learning Cart,2024,DepEd (DCP),46,0,1,Functional,,2026-04-10 08:59:36.099482+00:00
2175,501147,2026-12919,DCP BATCH 2023,2024,DepEd (DCP),51,0,1,Functional,"Accessories: LENOVO ESSENTIAL STEREO ANALOG HEADSET, THINKPAD BLUETOOTH SILENT MOUSE
BAG, WIRELESS ROUTER-TP-LINK ARCHER AX12, EXTERNAL HARD DRIVE-5 TB (Armor A62) USB 3.2 Gen 1 Portable Hard Drive
",2026-04-10 07:23:36.448164+00:00
1595,309163,2026-06218,2022-01,2024,DepEd (DCP),46,0,1,Functional,,2026-04-10 01:59:01.956873+00:00
1593,300050,2026-08264,BATCH 2023-01(E-LEARNING CART PACKAGE),2023,DepEd (DCP),46,0,1,Functional,Wireless router archer AX12,2026-04-10 01:58:21.686587+00:00
3456,136155,2026-02280,BATCH 2024:01,2024,DepEd (DCP),46,0,0,Functional,,2026-04-13 07:12:22.380019+00:00
2069,302189,2026-26129,eLearning Cart Package,2024,DepEd (DCP),46,0,1,Functional,"routers,headhones,adaptors",2026-04-10 06:15:26.377825+00:00
3475,102511,2026-10674,Batch 40,2018,DepEd (DCP),2,50,2,Non-Functional,"Router, Headphones ,mouse, mouse pads",2026-04-13 07:19:14.134526+00:00
3532,301635,2026-05497,Batch 22-01,2024,DepEd (DCP),46,0,1,Functional,,2026-04-13 07:41:44.299376+00:00
2136,301560,2026-04575,Batch 2019,2019,DepEd (DCP),1,50,0,Non-Functional,"Wireless Router,",2026-04-10 07:01:04.528481+00:00
2137,301560,2026-04575,Batch 35,2018,DepEd (DCP),2,0,0,Functional,"3 Host PC, 3 UPS, 7 AVR, 3 Switch TP Link, 3 UTP Cat6, 42 Thin Client Terminal Access Device, 42 Desktop, with keyboard, mouse, external device, microphone, headphone,  2 projector, 1 Speaker, 1 External Drive, 1 3-in-1 Printer Canon Pixma G2010",2026-04-10 07:01:04.535296+00:00
2138,301560,2026-04575,Batch 36,2018,DepEd (DCP),2,0,0,Non-Functional,"2 Laptop Cooler, 2 Mouse, 2 DVD Recordable Disc, 2 Projector, 2 Tripod Projector Screen",2026-04-10 07:01:04.541034+00:00
2168,312913,2026-33957,Batch 2018-01,2018,DepEd (DCP),1,50,0,Non-Functional,,2026-04-10 07:16:23.351081+00:00
2169,312913,2026-33957,Batch 2023-01,2024,DepEd (DCP),46,0,1,Functional,,2026-04-10 07:16:23.356714+00:00
2203,301537,2026-04463,Batch 22,2024,DepEd (DCP),46,0,1,Functional,Headphones ,2026-04-10 07:39:51.338000+00:00
3584,305726,2026-26561,Batch 2023-01,2023,DepEd (DCP),46,0,1,Functional,,2026-04-13 08:07:30.280308+00:00
2541,300455,2026-10832,2023-01,2024,DepEd (DCP),46,0,1,Functional,"2 wireless router, 1 external Hard drive",2026-04-10 13:12:57.790117+00:00
2524,502400,2026-34526,Batch,2024,DepEd (DCP),46,0,0,Functional,"Headphones,router, bags, ",2026-04-10 12:45:14.797855+00:00
5160,116186,2026-28753,Batch 2024,2024,DepEd (DCP),46,0,1,Functional,,2026-04-15 01:23:54.889078+00:00
2269,306401,2026-12797,Laptop for Teaching,2023,DepEd (DCP),5,0,0,Functional,,2026-04-10 08:06:48.680254+00:00
2270,306401,2026-12797,eLearning Cart Package,2024,DepEd (DCP),46,0,0,Functional,,2026-04-10 08:06:48.685877+00:00
2271,306401,2026-12797,Smart TV Package,2024,DepEd (DCP),0,0,3,Functional,,2026-04-10 08:06:48.691545+00:00
2272,306401,2026-12797,Laptop for Teaching,2025,DepEd (DCP),5,0,0,Functional,,2026-04-10 08:06:48.701225+00:00
2005,301110,2026-16856,44,2024,DepEd (DCP),0,25,0,Non-Functional,,2026-04-10 05:29:05.838453+00:00
2006,301110,2026-16856,ELC 2023,2024,DepEd (DCP),46,0,1,Functional,,2026-04-10 05:29:05.844039+00:00
1497,500596,2026-08200,2024,2025,DepEd (DCP),92,0,0,Functional,,2026-04-09 22:15:03.592746+00:00
2307,300472,2026-10787,DCP Package 2023 Batch 2023-01 eLearning Cart Package,2024,DepEd (DCP),46,0,0,Functional,,2026-04-10 08:40:02.922280+00:00
2308,300472,2026-10787,DCP Packages Batch 2023-03,2024,DepEd (DCP),10,0,0,Functional,,2026-04-10 08:40:02.928113+00:00
2309,300472,2026-10787,Batch 2019-03 E-textbooks,2021,DepEd (DCP),0,50,0,Non-Functional,"The tablets need to be updated and upgraded because the system is currently lagging. As a result, more than half of the devices cannot be used effectively",2026-04-10 08:40:02.933948+00:00
2329,106886,2026-15946,E-Textbooks,2018,DepEd (DCP),1,50,0,Functional,1 Modem and 2 charging carts,2026-04-10 09:08:04.727364+00:00
2297,314250,2026-21751,2023-01,2023,DepEd (DCP),46,0,1,Functional,"Headphones, mouse,bag, 1 TB hard drive, 2 modem extender",2026-04-10 08:30:09.959706+00:00
2361,501044,2026-40407,2023-01,2024,DepEd (DCP),46,0,1,Functional,,2026-04-10 09:33:23.444594+00:00
5505,305135,2026-01071,Batch 2023-1,2024,DepEd (DCP),46,0,1,Functional,"2 units wireless router, 1 unit external hard drive",2026-04-15 06:37:54.709117+00:00
5328,136662,2026-07218,2019,2021,DepEd (DCP),0,50,0,Functional,,2026-04-15 03:32:05.732316+00:00
3727,304699,2026-04347,Batch 44,2022,DepEd (DCP),7,0,8,Functional,,2026-04-13 09:21:49.893414+00:00
2440,301073,2026-16865,eLearning Cart Package,2024,DepEd (DCP),46,0,1,Functional,"Router, Mouse, Mouse Pad, Laptop Bag, Headphone, Hard Drive",2026-04-10 10:47:27.207875+00:00
2410,302208,2026-26086,4 eCart,2023,DepEd (DCP),116,0,0,Functional,,2026-04-10 10:03:01.877090+00:00
2422,315312,2026-40631,DCP BATCH 2024,2024,DepEd (DCP),46,0,0,Functional,,2026-04-10 10:21:03.428996+00:00
2453,304475,2026-43990,41,2019,DepEd (DCP),0,50,0,Functional,,2026-04-10 11:08:44.861491+00:00
2454,304475,2026-43990,43,2024,DepEd (DCP),49,0,0,Functional,,2026-04-10 11:08:44.866659+00:00
